TOI-1268 b,92.17,9.19,0.072,8.16
TOI-1296 b,94.71,13.80,0.050,3.94
TOI-1298 b,113.15,9.43,0.059,4.54
TOI-132 b,22.40,3.42,0.026,2.11
TOI-1333 b,753.25,15.65,0.063,4.72
TOI-1338 (AB) b,33.00,6.85,0.461,95.17
TOI-1411 b,794.57,15.24,0.023,1.45
TOI-1478 b,269.20,11.88,0.090,10.18
TOI-150 b,797.75,14.07,0.070,5.86
TOI-157 b,375.04,14.41,0.031,2.08
TOI-1601 b,314.65,13.89,0.069,5.33
TOI-1634 b,4.91,1.79,0.015,0.99
TOI-163 b,387.75,16.69,0.058,4.23
TOI-1670 b,13.79,2.06,0.103,10.98
TOI-1670 c,200.23,11.06,0.249,40.75
TOI-1693 b,2.80,1.41,0.023,1.77
TOI-169 b,251.40,12.17,0.035,2.26
TOI-1710 b,28.29,5.34,0.160,24.28
TOI-1728 b,26.78,5.06,0.039,3.49
TOI-172 b,1722.63,10.82,0.091,9.48
TOI-1749 b,57.00,1.39,0.029,2.39
TOI-1749 c,14.00,2.12,0.044,4.49
TOI-1749 d,15.00,2.52,0.071,9.05
TOI-1759 b,6.80,3.06,0.118,18.85
TOI-1789 b,222.48,15.69,0.049,3.21
TOI-178 b,1.50,1.15,0.026,1.91
TOI-178 c,4.77,1.67,0.037,3.24
TOI-178 d,3.01,2.57,0.059,6.56
TOI-178 e,3.86,2.21,0.078,9.96
TOI-178 f,7.72,2.29,0.104,15.23
TOI-178 g,3.94,2.87,0.128,20.71
TOI-1811 b,309.56,11.21,0.044,3.71
TOI-1820 b,731.01,12.55,0.069,4.86
TOI-1842 b,68.02,11.66,0.100,9.57
TOI-1860 b,2.19,1.31,0.020,1.06
TOI-1899 b,209.77,12.89,0.159,29.02
TOI-201 b,133.49,11.21,0.300,52.98
TOI-2025 b,1398.44,12.55,0.089,8.87
TOI-206 b,2.19,1.30,0.011,0.74
TOI-2136 b,4.70,2.20,0.053,7.85
TOI-2145 b,1700.38,12.36,0.111,10.26
TOI-2152 b,899.45,14.36,0.051,3.38
TOI-2154 b,292.40,16.29,0.051,3.62
TOI-2158 b,260.62,10.76,0.074,8.60
TOI-216 b,30.00,7.69,0.129,17.09
TOI-216 c,200.00,11.29,0.207,34.56
TOI-2180 b,875.62,11.32,0.828,260.79
TOI-2193 b,298.76,19.84,0.033,2.12
TOI-2202 b,310.84,11.21,0.096,11.91
TOI-2207 b,203.41,11.15,0.085,8.00
TOI-220 b,13.60,3.02,0.089,10.70
TOI-2236 b,502.17,14.37,0.050,3.53
TOI-2257 b,5.69,2.19,0.145,35.19
TOI-2260 b,3.50,1.62,0.010,0.35
TOI-237 b,2.86,1.44,0.034,5.44
TOI-2406 b,9.09,2.94,0.023,3.08
TOI-2411 b,3.91,1.68,0.014,0.78
TOI-2421 b,105.84,10.36,0.054,4.47
TOI-2427 b,4.10,1.80,0.020,1.31
TOI-2445 b,1.91,1.25,0.006,0.37
TOI-2497 b,1655.89,11.21,0.117,10.66
TOI-2567 b,63.57,10.93,0.067,5.98
TOI-257 b,43.86,7.16,0.153,18.39
TOI-269 b,8.80,2.77,0.035,3.70
TOI-3362 b,1598.36,12.80,0.153,18.10
TOI-3540 b,375.04,23.54,0.043,3.12
TOI-3629 b,82.64,8.29,0.043,3.94
TOI-3693 b,324.18,12.60,0.081,8.09
TOI-3714 b,222.48,11.32,0.027,2.15
TOI-3757 b,85.31,11.99,0.038,3.44
TOI-4137 b,321.01,13.57,0.052,3.80
TOI-4138 b,212.95,16.70,0.051,3.66
TOI-421 b,7.17,2.68,0.056,5.20
TOI-421 c,16.42,5.09,0.119,16.07
TOI-431 b,3.07,1.28,0.011,0.49
TOI-431 d,9.88,3.29,0.098,12.46
TOI-481 b,486.28,11.10,0.097,10.33
TOI-500 b,1.59,1.16,0.013,0.55
TOI-519 b,4449.60,11.99,0.012,1.27
TOI-530 b,127.13,9.30,0.052,6.39
TOI-532 b,61.50,5.82,0.030,2.33
TOI-544 b,5.09,2.03,0.025,1.55
TOI-561 b,1.59,1.42,0.011,0.45
TOI-561 c,5.40,2.88,0.088,10.78
TOI-561 d,11.95,2.53,0.157,25.62
TOI-561 e,16.00,2.67,0.327,77.23
TOI-561 f,3.00,2.32,0.117,16.29
TOI-564 b,464.98,11.43,0.027,1.65
TOI-620 b,15.41,3.76,0.048,5.10
TOI-628 b,2011.85,11.88,0.049,3.41
TOI-640 b,279.69,19.85,0.066,5.00
TOI-674 b,23.49,5.26,0.023,1.98
TOI-677 b,392.84,13.11,0.104,11.24
TOI-712 b,5.59,2.05,0.079,9.53
TOI-712 c,8.71,2.70,0.245,51.70
TOI-712 d,7.50,2.47,0.341,84.84
TOI-763 b,9.79,2.28,0.060,5.61
TOI-763 c,9.32,2.63,0.101,12.27
TOI-776 b,4.00,1.85,0.065,8.25
TOI-776 c,5.30,2.02,0.100,15.67
TOI-824 b,18.47,2.93,0.022,1.39
TOI-833 b,1.91,1.27,0.017,1.04
TOI-849 b,39.09,3.44,0.016,0.77
TOI-892 b,301.94,11.99,0.092,10.63
TOI-905 b,211.99,13.13,0.047,3.74
TOI-954 b,55.30,9.55,0.050,3.68
TRAPPIST-1 b,1.02,1.12,0.012,1.51
TRAPPIST-1 c,1.16,1.10,0.016,2.42
TRAPPIST-1 d,0.30,0.78,0.022,4.05
TRAPPIST-1 e,0.77,0.91,0.029,6.10
TRAPPIST-1 f,0.93,1.05,0.039,9.21
TRAPPIST-1 g,1.15,1.15,0.047,12.35
TRAPPIST-1 h,0.33,0.77,0.062,18.77
TrES-1 b,241.87,12.32,0.039,3.03
TrES-2,398.24,13.10,0.036,2.47
TrES-3 b,607.05,14.63,0.023,1.31
TrES-4 A b,157.01,20.60,0.052,3.55
TrES-5 b,565.10,13.55,0.024,1.48
WASP-100 b,645.19,18.94,0.046,2.85
WASP-101 b,158.91,15.80,0.051,3.59
WASP-102 b,198.32,14.11,0.040,2.71
WASP-103 b,473.56,17.13,0.020,0.93
WASP-104 b,404.28,12.74,0.029,1.76
WASP-105 b,572.09,10.76,0.075,7.87
WASP-106 b,611.82,12.16,0.092,9.29
WASP-108 b,283.50,14.39,0.040,2.68
WASP-109 b,289.22,16.17,0.046,3.32
WASP-10 b,972.55,12.11,0.037,3.09
WASP-110 b,162.09,13.88,0.046,3.78
WASP-111 b,581.63,16.16,0.039,2.31
WASP-112 b,279.69,13.35,0.038,3.04
WASP-113 b,150.97,15.79,0.059,4.54
WASP-114 b,562.24,15.01,0.029,1.55
WASP-117 b,87.56,11.44,0.095,10.02
WASP-118 b,163.36,16.14,0.055,4.05
WASP-119 b,390.93,15.69,0.036,2.50
WASP-11 b,146.20,11.71,0.044,3.72
WASP-120 b,1592.32,16.98,0.052,3.61
WASP-121 b,375.99,20.25,0.025,1.27
WASP-122 b,436.06,22.10,0.031,1.71
WASP-123 b,292.40,14.87,0.043,2.98
WASP-124 b,190.70,13.90,0.045,3.37
WASP-127 b,57.21,15.36,0.052,4.18
WASP-129 b,317.83,10.42,0.063,5.75
WASP-12 b,446.23,19.46,0.023,1.09
WASP-130 b,390.93,9.98,0.101,11.55
WASP-131 b,85.81,13.67,0.061,5.32
WASP-132 b,130.31,9.75,0.067,7.13
WASP-133 b,368.68,13.56,0.035,2.18
WASP-135 b,603.87,14.57,0.024,1.40
WASP-136 b,479.92,15.47,0.066,5.22
WASP-139 b,37.19,8.97,0.062,5.92
WASP-13 b,158.91,15.77,0.054,4.35
WASP-140 b,775.50,16.14,0.032,2.24
WASP-141 b,854.96,13.56,0.047,3.31
WASP-142 b,266.98,17.15,0.035,2.05
WASP-144 b,139.84,9.53,0.032,2.28
WASP-145 A b,241.55,7.62,0.026,1.77
WASP-147 b,87.40,12.50,0.055,4.60
WASP-148 b,92.49,8.09,0.085,8.80
WASP-14 b,2333.18,14.36,0.036,2.24
WASP-150 b,2688.83,11.99,0.069,5.64
WASP-151 b,98.53,12.67,0.055,4.53
WASP-153 b,123.95,17.37,0.048,3.33
WASP-156 b,40.68,5.72,0.045,3.84
WASP-158 b,886.74,11.99,0.052,3.66
WASP-159 b,174.81,15.47,0.054,3.84
WASP-15 b,172.26,16.01,0.050,3.75
WASP-160 B b,88.36,12.22,0.045,3.77
WASP-161 b,791.39,12.81,0.067,5.41
WASP-162 b,1652.71,11.21,0.087,9.62
WASP-163 b,594.34,13.47,0.027,1.61
WASP-164 b,676.97,12.64,0.028,1.78
WASP-165 b,209.13,14.12,0.048,3.47
WASP-166 b,32.10,7.06,0.064,5.44
WASP-167 b,2542.63,16.93,0.036,2.02
WASP-168 b,133.49,16.81,0.052,4.15
WASP-169 b,178.30,14.62,0.068,5.61
WASP-16 b,271.74,11.30,0.042,3.12
WASP-170 b,508.53,12.29,0.034,2.34
WASP-171 b,344.53,10.98,0.050,3.82
WASP-172 b,149.38,17.60,0.069,5.48
WASP-173 A b,1172.79,13.45,0.025,1.39
WASP-174 b,413.18,14.57,0.056,4.23
WASP-175 b,314.65,13.54,0.044,3.07
WASP-176 b,271.74,16.87,0.053,3.90
WASP-177 b,161.46,17.71,0.040,3.07
WASP-178 b,527.60,20.29,0.056,3.34
WASP-17 b,154.46,22.32,0.051,3.74
WASP-180 A b,286.05,13.90,0.048,3.41
WASP-181 b,95.03,13.27,0.054,4.52
WASP-182 b,47.04,9.53,0.045,3.38
WASP-183 b,159.55,16.48,0.046,4.11
WASP-184 b,181.16,14.91,0.063,5.18
WASP-185 b,311.47,14.01,0.090,9.39
WASP-186 b,1341.24,12.44,0.060,5.03
WASP-187 b,254.26,18.38,0.065,5.15
WASP-189 b,591.16,15.47,0.048,2.72
WASP-190 b,317.83,12.89,0.066,5.37
WASP-192 b,731.01,13.79,0.041,2.88
WASP-19 b,371.22,15.54,0.017,0.79
WASP-1 b,271.43,16.62,0.039,2.52
WASP-20 b,99.48,16.34,0.060,4.90
WASP-21 b,87.72,13.02,0.050,4.32
WASP-22 b,186.88,12.98,0.047,3.53
WASP-23 b,280.96,10.78,0.038,2.94
WASP-24 b,328.00,12.37,0.036,2.34
WASP-25 b,184.34,14.12,0.047,3.76
WASP-26 b,326.73,14.36,0.040,2.76
WASP-28 b,288.27,13.60,0.045,3.41
WASP-29 b,77.55,8.88,0.046,3.92
WASP-2 b,295.90,12.12,0.031,2.15
WASP-31 b,151.92,17.23,0.047,3.41
WASP-32 b,1144.18,13.34,0.039,2.72
WASP-33 b,665.21,17.86,0.024,1.22
WASP-34 b,187.52,13.67,0.052,4.32
WASP-35 b,228.84,14.80,0.043,3.16
WASP-36 b,724.33,14.22,0.026,1.54
WASP-37 b,539.04,12.73,0.043,3.58
WASP-38 b,861.31,12.22,0.076,6.87
WASP-39 b,88.99,14.24,0.049,4.06
WASP-3 b,654.73,16.30,0.031,1.85
WASP-41 b,298.76,13.23,0.040,3.05
WASP-42 b,158.91,12.11,0.055,4.98
WASP-43 b,646.46,11.61,0.015,0.81
WASP-44 b,276.51,12.33,0.035,2.42
WASP-45 b,306.39,10.60,0.040,3.13
WASP-46 b,607.05,13.16,0.023,1.43
WASP-47 b,369.95,12.77,0.051,4.16
WASP-47 e,12.20,1.83,0.017,0.79
WASP-47 d,10.42,3.63,0.088,9.03
WASP-48 b,311.47,18.72,0.034,2.14
WASP-49 b,120.14,12.50,0.038,2.78
WASP-4 b,376.94,14.81,0.023,1.34
WASP-50 b,467.21,12.89,0.029,1.96
WASP-53 b,677.61,12.04,0.041,3.31
WASP-54 b,202.14,18.53,0.050,3.69
WASP-55 b,181.16,14.57,0.053,4.47
WASP-56 b,181.48,12.24,0.055,4.62
WASP-57 b,213.58,10.27,0.039,2.84
WASP-58 b,282.87,15.36,0.056,5.02
WASP-59 b,274.29,8.69,0.070,7.92
WASP-5 b,520.29,13.13,0.027,1.63
WASP-60 b,163.36,9.64,0.053,4.31
WASP-61 b,654.73,13.90,0.051,3.86
WASP-62 b,181.16,15.58,0.057,4.41
WASP-63 b,120.77,16.03,0.057,4.38
WASP-64 b,403.96,14.25,0.026,1.57
WASP-65 b,492.63,12.46,0.033,2.31
WASP-66 b,737.36,15.58,0.055,4.09
WASP-67 b,133.49,15.69,0.052,4.61
WASP-68 b,301.94,13.90,0.062,5.08
WASP-69 b,82.64,11.85,0.045,3.87
WASP-6 b,159.87,13.72,0.042,3.36
WASP-70 A b,187.52,13.05,0.049,3.71
WASP-71 b,712.57,16.37,0.046,2.90
WASP-72 b,448.14,11.32,0.037,2.22
WASP-73 b,597.52,13.00,0.055,4.09
WASP-74 b,301.94,17.49,0.037,2.14
WASP-75 b,340.08,14.24,0.037,2.48
WASP-76 b,292.40,20.51,0.033,1.81
WASP-77 A b,559.38,13.56,0.024,1.36
WASP-78 b,368.68,19.62,0.042,2.18
WASP-79 b,286.05,19.06,0.036,3.66
WASP-7 b,305.12,14.91,0.062,4.95
WASP-80 b,176.08,10.67,0.035,3.07
WASP-81 b,231.70,16.02,0.039,2.72
WASP-82 b,394.11,18.72,0.045,2.71
WASP-83 b,95.35,11.66,0.059,4.97
WASP-84 b,222.48,10.93,0.077,8.52
WASP-85 A b,402.05,13.90,0.039,2.66
WASP-87 b,692.87,15.52,0.029,1.68
WASP-88 b,177.98,19.06,0.064,4.95
WASP-89 b,1875.19,11.66,0.043,3.36
WASP-8 b,711.94,11.63,0.080,8.16
WASP-90 b,200.23,18.27,0.056,3.92
WASP-91 b,425.89,11.55,0.037,1.80
WASP-92 b,255.85,16.38,0.035,2.17
WASP-93 b,467.21,17.90,0.042,2.73
WASP-94 A b,143.66,19.28,0.055,3.95
WASP-95 b,359.15,13.56,0.034,2.18
WASP-96 b,152.56,13.45,0.045,3.43
WASP-97 b,419.53,12.67,0.033,2.07
WASP-98 b,263.80,12.33,0.036,2.96
WASP-99 b,883.56,12.33,0.072,5.75
WD 1856+534 b,4386.03,10.40,0.020,1.41
Wendelstein-1 b,188.15,11.56,0.028,2.66
Wendelstein-2 b,232.33,12.99,0.023,1.75
WTS-1 b,1274.49,16.70,0.047,3.35
WTS-2 b,355.97,15.28,0.019,1.02
XO-1 b,286.05,13.27,0.049,3.94
XO-2N b,189.74,10.91,0.037,2.62
XO-3 b,3747.20,13.64,0.045,3.19
XO-4 b,513.29,18.10,0.055,4.13
XO-5 b,342.30,11.55,0.049,4.19
XO-6 b,603.87,23.20,0.082,3.77
XO-7 b,225.34,15.39,0.044,2.86
